position,company,reviews,location,roles,python,r,sas,oracle,java,sql,dataviz,statistics,excel,business_intelligence,communication,machine_learning,teamwork
business analyst / data sme - alexa data services,amazon.com,25902.0,"boston, ma",different_field,True,True,True,True,True,True,True,True,True,False,True,True,False
corporate credit research analyst,bny mellon,3254.0,"boston, ma",different_field,False,True,False,False,False,False,False,False,True,False,False,False,False
digital marketing specialist,autodesk,315.0,"boston, ma 02111",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
test engineer,invicro,3.0,"boston, ma 02210",different_field,False,True,False,False,False,False,False,False,True,False,False,False,False
epidemiologist i,harvard university,574.0,"boston, ma",different_field,False,True,True,False,False,False,False,True,True,False,True,False,False
healthcare data scientist,micro tech staffing group,47.0,"boston, ma",data_scientist,True,True,False,False,True,False,False,True,False,False,False,True,False
competitive intelligence analyst/senior analyst,wayfair,344.0,"boston, ma 02116",different_field,True,True,False,False,False,True,False,True,False,False,True,False,False
bioinformatics analyst i - cancer genomics,dana-farber cancer institute,248.0,"boston, ma",different_field,True,True,False,False,False,False,False,False,True,False,True,False,False
imaging scientist i - nuclear medicine,invicro,3.0,"boston, ma 02210",different_field,False,True,False,False,False,False,False,False,True,False,True,False,True
research scientist discovery biology,vertex pharmaceuticals,179.0,"boston, ma 02110",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
research scientist discovery biology,vertex,240.0,"boston, ma 02114",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
temporary research scientist i,vertex pharmaceuticals,179.0,"boston, ma 02110",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
"product manager, new product innovation - solaria labs",liberty mutual,2640.0,"boston, ma",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
secured lending client quantitative senior analyst,bank of america,21952.0,"boston, ma 02110",different_field,False,True,False,False,False,True,False,False,False,False,False,False,False
sr. statistical programmer ll (project lead) - homebased,icon plc,240.0,"boston, ma",different_field,False,True,False,False,False,False,False,True,False,False,True,False,False
senior scientist chemical and materials engineering,vertex pharmaceuticals,179.0,"boston, ma 02110",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
"professor, center for integrative transdisciplinary epidemiology (cite) at the boston university school of medicine",boston university,299.0,"boston, ma",different_field,False,True,False,False,False,False,False,True,False,False,False,True,False
senior marketing analyst/market research project lead,cabot corporation,84.0,"boston, ma 02210",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
lead senior software developer,harvard university,574.0,"boston, ma",different_field,True,True,False,False,False,False,False,False,True,False,True,False,False
"senior software engineer, machine learning in e-commerce",workbridge associates,40.0,"boston, ma",machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,False,True,False
"medical director, risk management","alexion pharmaceuticals,inc.",82.0,"boston, ma",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
technical research assistant ii - cytometrist / day / 40 hours / bwh neurology,brigham & women's hospital(bwh),785.0,"boston, ma",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
program manager/ 40 hrs/ bwh radiology,brigham & women's hospital(bwh),785.0,"boston, ma",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
image analysis developer optical and histology,invicro,3.0,"boston, ma 02210",different_field,True,True,False,False,True,False,False,False,False,False,False,True,False
senior research technician,howard hughes medical institute,82.0,"boston, ma",different_field,False,True,False,False,False,False,False,False,True,False,False,False,False
technical research assistant ii/40 hours/research pathology/bwh,brigham & women's hospital(bwh),785.0,"boston, ma",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
postdoctoral computational biologist,dana-farber cancer institute,248.0,"boston, ma",different_field,False,True,False,False,False,False,False,True,True,False,True,True,False
"senior technician, school of medicine",boston university,299.0,"boston, ma",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
"water utility financial analyst & research fellow, institute for sustainable energy, questrom school of business",boston university,299.0,"boston, ma",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
senior scientist analytical development,vertex,240.0,"boston, ma 02114",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
senior bioinformatician / 40 hours / day / bwh genetics,brigham & women's hospital(bwh),785.0,"boston, ma",different_field,True,True,False,False,True,False,False,True,False,False,True,True,False
bwh-technical research assistant ii-40-day-pathology,brigham & women's hospital(bwh),785.0,"boston, ma",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
technical research assistant i / 40 hour / day / bwh - channing division of network medicine,brigham & women's hospital(bwh),785.0,"boston, ma",different_field,False,True,False,False,False,False,False,False,True,False,False,False,False
director of statistical genetics,merck,2988.0,"boston, ma",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
senior machine learning / artificial intelligence engineer,cambridge consultants,5.0,"boston, ma 02111",machine_learning_engineer,True,True,False,False,False,False,False,False,True,False,True,True,False
"senior quantitative research analyst, vp",state street,1920.0,"boston, ma",different_field,True,True,False,False,False,True,False,True,True,False,True,True,False
