,position,company,reviews,city,state,position_type,roles,python,r,sas,oracle,java,sql,dataviz,statistics,excel,business_intelligence,communication,machine_learning,teamwork,1yr
1838,sr. product analyst,nielsen,1919.0,los angeles,ca,analyst,different_field,True,True,False,False,False,True,True,False,True,False,True,False,False,False
1839,sr. product manager- uv/visible spectroscopy,thermo fisher scientific,1879.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1840,"assistant director of annual giving, health sciences development",ucla,494.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,True,False,False,True,False,True,False,False,False
1841,client services coordinator (los angeles),buzzfeed,30.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,False,False,True,False
1842,administrative assistant,usc,545.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1843,technical project specialist,usc,545.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1844,"environmental scientist, geologist, or environmental engineer - 2 to 4 years experience","langan engineering and environmental services, inc.",25.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1845,water resources engineer,intera,4.0,los angeles,ca,engineer,different_field,True,True,False,False,False,False,False,False,True,False,False,False,False,False
1846,"manager, biostatistics",pfizer inc.,4215.0,los angeles,ca,other,different_field,False,True,True,False,False,False,False,True,True,False,True,False,False,False
1847,laboratory technician 1,coopersurgical,19.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,True
1848,postdoctoral scientist - neurosurgical oncology,cedars-sinai medical center,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1849,postdoctoral scientist (pulmonary research),cedars-sinai,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1850,postdoctoral scientist - flow cytometry,cedars-sinai,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1851,product manager,thermo fisher scientific,1879.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1852,postdoctoral scientist (cancer institute),cedars-sinai,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1853,regional retail operations consultant - los angeles,cdk global,230.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1854,presales solutions architect | machine learning,maven wave partners,2.0,los angeles,ca,machine_learning,machine_learning_engineer,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1855,"director, performance analytics",deutsch,16.0,los angeles,ca,analyst,different_field,True,True,True,False,False,True,False,False,True,False,True,False,False,False
1856,postdoctoral scientist (pulmonary),cedars-sinai,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1857,research bioinformatician - i,cedars-sinai,661.0,los angeles,ca,other,different_field,True,True,False,False,False,False,False,True,False,False,True,False,False,False
1858,research biostatistician ii,cedars-sinai,661.0,los angeles,ca,other,different_field,False,True,True,False,False,False,False,True,True,False,True,False,False,False
1859,postdoctoral scientist (cancer institute - immunology),cedars-sinai,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1860,lab manager,bureau veritas,1226.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1861,"marketing insights lead, league of legends",riot games,25.0,los angeles,ca,other,different_field,True,True,False,False,False,True,False,True,True,True,False,False,False,False
1862,postdoctoral scientist - molecular biology,cedars-sinai medical center,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1863,product manager,snap inc.,4.0,los angeles,ca,other,different_field,True,True,False,False,False,True,False,False,True,False,True,False,False,False
1864,corporate recruiter - talent acquisition,ranker,4.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1865,business research & financial analyst,aryzta careers,414.0,los angeles,ca,analyst,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,True
1866,media planner (los angeles),buzzfeed,30.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,False,False,True,False
1867,postdoc research associate,usc,545.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,True
1868,postdoctoral scientist - bioinformatics,cedars-sinai,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1869,"pc sdk engineer, social characters (oculus)",facebook,366.0,los angeles,ca,engineer,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1870,research professors (open rank) in health policy,usc,545.0,los angeles,ca,other,different_field,False,True,False,False,False,False,True,False,True,False,False,False,False,False
1871,postdoctoral scientist - pet/ct angiography imaging,cedars-sinai,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1872,postdoctoral scientist - surgery / urologu,cedars-sinai medical center,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1873,market research analyst,penn schoen berland,2.0,los angeles,ca,analyst,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1874,market research business analyst,kantar millward brown,21.0,los angeles,ca,analyst,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1875,product manager - tenable research,tenable,17.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1876,scientist,alnylam,14.0,cambridge,ma,data_scientist,different_field,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1877,"scientist/senior scientist, bioanalytical outsourcing",alnylam,14.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1878,"senior/scientist, cell product development",rubius therapeutics,3.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1879,"scientist, bioanalytical & biomarker development",shire pharmaceuticals,448.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1880,language engineer,amazon.com,25902.0,cambridge,ma,engineer,different_field,True,True,False,False,False,True,False,False,True,False,True,False,False,False
1881,senior data & applied scientist,microsoft,4616.0,cambridge,ma,data_scientist,different_field,True,True,False,False,True,False,False,False,False,False,False,True,False,False
1882,data expert,ey,5356.0,cambridge,ma,other,different_field,True,True,False,False,False,False,False,False,False,False,False,True,False,False
